Season,Teams,Hitter,AB,R,H,RBI,BB,K,SLG,AVG,OBP
2016,MIN,R. Grossman,332,49,93,37,55,96,0.528,0.280,0.373
2016,MIN,K. Vargas,152,27,35,20,24,57,0.663,0.230,0.346
2016,MIN,T. Rogers,0,0,0,0,0,0,0,0,0
2016,MIN,B. Kintzler,0,0,0,0,0,0,0,0,0
2016,MIN,E. Santana,5,0,0,0,0,3,0.000,0.000,0.000
2016,MIN,L. Schafer,63,8,15,1,8,16,0.347,0.238,0.324
2016,MIN,J. Beresford,22,0,5,0,1,6,0.305,0.227,0.227
2016,MIN,J. Berrios,1,0,1,0,0,0,1.000,1.000,1.000
2016,MIN,P. Dean,0,0,0,0,0,0,0,0,0
2016,MIN,P. Light,0,0,0,0,0,0,0,0,0
2016,MIN,B. Boshers,0,0,0,0,0,0,0,0,0
2016,MIN,A. Wimmers,0,0,0,0,0,0,0,0,0
2016,MIN,J. Chargois,0,0,0,0,0,0,0,0,0
2016,BAL,M. Machado,648,107,193,98,48,120,0.592,0.298,0.397
2016,BAL,A. Jones,624,87,165,83,39,116,0.415,0.264,0.354
2016,BAL,C. Davis,573,99,125,84,89,223,0.475,0.218,0.333
2016,BAL,M. Trumbo,621,95,160,110,51,172,0.566,0.258,0.356
2016,BAL,M. Wieters,431,48,103,66,32,87,0.384,0.239,0.315
2016,BAL,P. Alvarez,340,44,85,49,37,97,0.408,0.250,0.336
2016,BAL,J.J. Hardy,412,43,109,48,26,70,0.406,0.265,0.334
2016,BAL,J. Schoop,622,83,165,83,21,139,0.476,0.265,0.352
2016,BAL,J. Rickard,260,32,70,20,18,54,0.422,0.269,0.349
2016,BAL,N. Reimold,204,25,45,15,22,63,0.500,0.221,0.306
2016,BAL,C. Joseph,132,7,23,0,7,28,0.220,0.174,0.216
2016,BAL,R. Flaherty,157,16,34,15,17,48,0.262,0.217,0.289
2016,BAL,H. Kim,312,37,94,22,36,51,0.446,0.301,0.375
2016,BAL,T.J. McFarland,0,0,0,0,0,0,0,0,0
2016,BAL,P. Janish,31,3,6,0,3,3,0.131,0.194,0.265
2016,BAL,F. Pena,40,5,8,3,2,14,0.537,0.200,0.289
2016,BAL,U. Jimenez,4,0,0,0,0,1,0.000,0.000,0.000
2016,BAL,O. Drake,1,0,0,0,0,1,0.000,0.000,0.000
2016,BAL,M. Givens,2,0,0,0,0,1,0.000,0.000,0.000
2016,BAL,B. Brach,0,0,0,0,0,0,0,0,0
2016,BAL,Y. Gallardo,4,1,2,0,1,1,0.625,0.500,0.600
2016,BAL,O. Despaigne,0,0,0,0,0,0,0,0,0
2016,BAL,J. Aquino,0,0,0,0,0,0,0,0,0
2016,BAL,C. Tillman,2,0,0,0,0,2,0.000,0.000,0.000
2016,BAL,Z. Britton,0,0,0,0,0,0,0,0,0
2016,BAL,V. Worley,0,0,0,0,0,0,0,0,0
2016,BAL,K. Gausman,2,0,0,0,1,2,0.000,0.000,0.000
2016,BAL,D. Alvarez,3,0,1,0,1,0,0.667,0.333,0.333
2016,BAL,D. Bundy,3,0,0,0,0,2,0.000,0.000,0.000
2016,BAL,J. Borbon,13,1,4,0,0,3,0.300,0.308,0.357
2016,BAL,S. Pearce,60,9,13,6,8,14,0.505,0.217,0.319
2016,BAL,D. Hart,1,0,0,0,0,1,0.000,0.000,0.000
2016,BAL,W. Miley,4,0,1,0,0,1,0.168,0.250,0.250
2016,BAL,T. Wilson,0,0,0,0,0,0,0,0,0
2016,BAL,P. Bridwell,0,0,0,0,0,0,0,0,0
2016,BAL,L. Ondrusek,0,0,0,0,0,0,0,0,0
2016,BAL,M. Wright Jr.,0,0,0,0,0,0,0,0,0
2016,BAL,D. Stubbs,22,1,3,1,4,11,0.454,0.136,0.174
2016,BAL,M. Bourn,50,5,14,8,6,11,0.533,0.280,0.345
2016,BAL,T. Mancini,14,3,5,5,0,4,1.283,0.357,0.471
2016,SEA,N. Aoki,414,63,117,28,34,45,0.322,0.283,0.377
2016,SEA,K. Marte,440,55,113,33,18,85,0.323,0.257,0.339
2016,SEA,R. Cano,656,106,195,102,47,99,0.560,0.297,0.395
2016,SEA,N. Cruz,591,96,168,104,62,159,0.522,0.284,0.384
2016,SEA,K. Seager,598,88,167,99,69,107,0.489,0.279,0.372
2016,SEA,F. Gutierrez,251,34,63,41,29,86,0.404,0.251,0.340
2016,SEA,A. Lind,400,47,95,57,26,89,0.379,0.237,0.318
2016,SEA,C. Iannetta,294,23,62,24,38,83,0.377,0.211,0.268
2016,SEA,L. Martin,522,72,128,47,44,151,0.419,0.245,0.337
2016,SEA,D. Lee,295,33,75,49,20,76,0.499,0.254,0.329
2016,SEA,S. Smith,377,61,94,63,47,89,0.447,0.249,0.354
2016,SEA,L. Sardinas,70,12,12,4,1,25,0.406,0.171,0.293
2016,SEA,S. Clevenger,67,7,15,7,8,14,0.263,0.224,0.297
2016,SEA,V. Nuno,0,0,0,0,0,0,0,0,0
2016,SEA,M. Montgomery,0,0,0,0,0,0,0,0,0
2016,SEA,S. O'Malley,208,24,48,17,18,58,0.306,0.231,0.310
2016,SEA,J. Peralta,1,0,0,0,0,0,0.000,0.000,0.000
2016,SEA,H. Iwakuma,2,0,0,0,0,1,0.000,0.000,0.000
2016,SEA,N. Vincent,0,0,0,0,0,0,0,0,0
2016,SEA,F. Hernandez,6,0,0,0,0,3,0.000,0.000,0.000
2016,SEA,W. Miley,7,1,1,0,0,1,0.241,0.143,0.250
2016,SEA,J. Benoit,0,0,0,0,0,0,0,0,0
2016,SEA,S. Cishek,0,0,0,0,0,0,0,0,0
2016,SEA,C. Taylor,3,0,1,0,0,2,0.333,0.333,0.333
2016,SEA,S. Romero,17,1,4,3,1,4,0.257,0.235,0.278
2016,SEA,J. Paxton,3,0,0,0,1,3,0.000,0.000,0.000
2016,SEA,S. Johnson,0,0,0,0,0,0,0,0,0
2016,SEA,C. Martin,0,0,0,0,0,0,0,0,0
2016,SEA,M. Zunino,168,16,35,31,21,66,0.645,0.208,0.277
2016,SEA,D. Robertson,19,1,5,1,1,3,0.332,0.263,0.300
2016,SEA,J. Sucre,25,4,12,5,2,5,0.422,0.480,0.552
2016,SEA,T. Wilhelmsen,0,0,0,0,0,0,0,0,0
2016,SEA,E. Diaz,1,0,0,0,0,0,0.000,0.000,0.000
2016,SEA,D. Storen,0,0,0,0,0,0,0,0,0
2016,SEA,N. Karns,1,0,0,0,0,0,0.000,0.000,0.000
2016,SEA,D. Rollins,0,0,0,0,0,0,0,0,0
2016,SEA,G. Heredia,93,12,23,12,12,16,0.274,0.247,0.333
2016,SEA,M. Freeman,13,1,5,1,0,2,0.426,0.385,0.429
2016,SEA,B. Gamel,46,9,9,5,9,16,0.163,0.196,0.327
2016,SEA,D. Vogelbach,12,0,1,0,1,6,0.130,0.083,0.083
2016,TEX,D. DeShields,186,37,39,14,16,56,0.304,0.210,0.341
2016,TEX,S. Choo,181,27,43,18,25,48,0.394,0.238,0.337
2016,TEX,P. Fielder,331,29,69,44,32,65,0.301,0.208,0.272
2016,TEX,A. Beltre,598,91,178,105,49,69,0.462,0.298,0.390
2016,TEX,M. Moreland,472,51,110,63,37,120,0.416,0.233,0.308
2016,TEX,I. Desmond,643,108,182,89,44,163,0.435,0.283,0.386
2016,TEX,R. Odor,620,92,168,90,21,137,0.458,0.271,0.365
2016,TEX,E. Andrus,521,78,159,70,47,71,0.412,0.305,0.396
2016,TEX,R. Chirinos,147,21,33,20,16,44,0.499,0.224,0.321
2016,TEX,R. Rua,243,40,64,22,21,77,0.419,0.263,0.367
2016,TEX,J. Ruggiano,4,0,1,1,0,1,0.500,0.250,0.250
2016,TEX,B. Holaday,84,14,20,13,5,16,0.298,0.238,0.347
2016,TEX,H. Alberto,56,2,8,5,0,17,0.140,0.143,0.172
2016,TEX,N. Mazara,526,60,139,64,39,117,0.458,0.264,0.340
2016,TEX,B. Nicholas,40,5,11,4,4,9,0.484,0.275,0.356
2016,TEX,B. Wilson,132,12,35,26,6,34,0.353,0.265,0.326
2016,TEX,D. Stubbs,20,7,6,3,5,7,0.510,0.300,0.481
2016,TEX,J. Hoying,47,9,10,5,3,9,0.203,0.213,0.339
2016,TEX,J. Gallo,25,2,1,1,5,19,0.357,0.040,0.111
2016,TEX,J. Profar,272,35,65,20,30,61,0.450,0.239,0.326
2016,TEX,C. Hamels,8,0,1,0,0,1,0.094,0.125,0.125
2016,TEX,M. Bush,0,0,0,0,0,0,0,0,0
2016,TEX,S. Dyson,0,0,0,0,0,0,0,0,0
2016,TEX,S. Tolleson,1,0,0,0,0,1,0.000,0.000,0.000
2016,TEX,J. Diekman,0,0,0,0,0,0,0,0,0
2016,TEX,N. Martinez,2,0,0,0,0,1,0.000,0.000,0.000
2016,TEX,C. Ramos,0,0,0,0,0,0,0,0,0
2016,TEX,T. Barnette,0,0,0,0,0,0,0,0,0
2016,TEX,M. Perez,3,0,1,0,0,1,0.222,0.333,0.333
2016,TEX,J. Leclerc,0,0,0,0,0,0,0,0,0
2016,TEX,K. Kela,0,0,0,0,0,0,0,0,0
2016,TEX,Y. Darvish,3,1,1,1,0,1,0.889,0.333,0.500
2016,TEX,A. Claudio,0,0,0,0,0,0,0,0,0
2016,TEX,C. Beltran,204,23,56,30,14,32,0.510,0.275,0.348
2016,TEX,J. Lucroy,164,20,43,31,14,32,0.578,0.262,0.342
2016,TEX,J. Jeffress,0,0,0,0,0,0,0,0,0
2016,TEX,A.J. Griffin,2,0,0,0,0,2,0.000,0.000,0.000
2016,TEX,D. Holland,2,0,1,0,0,1,0.500,0.500,0.500
2016,TEX,C. Gomez,129,19,35,25,14,41,0.327,0.271,0.365
2016,TEX,D. Alvarez,0,0,0,0,0,0,0,0,0
2016,WSH,B. Revere,350,44,76,24,18,34,0.274,0.217,0.305
2016,WSH,M. Taylor,223,28,51,16,14,79,0.296,0.229,0.315
2016,WSH,A. Rendon,587,92,156,89,66,123,0.393,0.266,0.365
2016,WSH,B. Harper,523,88,127,87,114,123,0.538,0.243,0.352
2016,WSH,R. Zimmerman,444,61,99,48,32,107,0.390,0.223,0.317
2016,WSH,D. Murphy,547,91,191,110,40,58,0.633,0.349,0.442
2016,WSH,J. Werth,543,88,135,72,75,148,0.413,0.249,0.353
2016,WSH,W. Ramos,482,58,148,80,35,79,0.522,0.307,0.381
2016,WSH,D. Espinosa,530,69,110,73,55,182,0.356,0.208,0.299
2016,WSH,M. Scherzer,74,4,13,12,2,32,0.187,0.176,0.218
2016,WSH,F. Vazquez,1,0,0,0,0,1,0.000,0.000,0.000
2016,WSH,S. Kelley,1,0,0,0,0,1,0.000,0.000,0.000
2016,WSH,Ó. Perez,3,1,2,0,0,0,0.667,0.667,0.750
2016,WSH,S. Drew,147,24,38,21,17,34,0.443,0.259,0.363
2016,WSH,B. Treinen,0,0,0,0,0,0,0,0,0
2016,WSH,J. Papelbon,0,0,0,0,0,0,0,0,0
2016,WSH,S. Strasburg,48,3,10,2,2,11,0.174,0.208,0.255
2016,WSH,M. den Dekker,34,3,6,4,4,10,0.379,0.176,0.243
2016,WSH,C. Robinson,199,16,48,26,20,38,0.352,0.241,0.298
2016,WSH,T. Roark,66,1,8,3,5,26,0.073,0.121,0.134
2016,WSH,Y. Petit,6,0,1,0,0,2,0.144,0.167,0.167
2016,WSH,M. Belisle,4,0,0,0,0,2,0.000,0.000,0.000
2016,WSH,C. Heisey,143,19,31,20,13,46,0.466,0.217,0.309
2016,WSH,J. Ross,42,2,10,1,3,16,0.317,0.238,0.273
2016,WSH,J. Lobaton,108,11,25,11,12,20,0.340,0.231,0.303
2016,WSH,G. Gonzalez,54,1,7,2,0,26,0.192,0.130,0.145
2016,WSH,S. Solís,3,0,0,0,0,1,0.000,0.000,0.000
2016,WSH,P. Severino,38,7,10,4,5,6,0.446,0.263,0.378
2016,WSH,T. Turner,329,58,112,41,15,70,0.514,0.340,0.439
2016,WSH,R. Martin,0,0,0,0,0,0,0,0,0
2016,WSH,L. Giolito,4,1,1,0,0,1,0.146,0.250,0.400
2016,WSH,R. Lopez,12,0,1,0,0,7,0.042,0.083,0.083
2016,WSH,K. Glover,0,0,0,0,0,0,0,0,0
2016,WSH,W. Difo,60,14,16,7,8,13,0.429,0.267,0.405
2016,WSH,M. Melancon,0,0,0,0,0,0,0,0,0
2016,WSH,B. Goodwin,42,1,12,5,2,14,0.326,0.286,0.302
2016,WSH,M. Rzepczynski,0,0,0,0,0,0,0,0,0
2016,WSH,A.J. Cole,7,0,0,0,0,4,0.000,0.000,0.000
2016,WSH,S. Burnett,0,0,0,0,0,0,0,0,0
2016,WSH,M. Grace,0,0,0,0,0,0,0,0,0
2016,WSH,M. Latos,3,1,1,1,0,1,1.333,0.333,0.500
2016,WSH,T. Gott,0,0,0,0,0,0,0,0,0
2016,WSH,S. Kieboom,0,1,0,0,1,0,0,0,0
2016,ATL,E. Inciarte,522,85,152,29,45,68,0.319,0.291,0.390
2016,ATL,E. Aybar,335,27,81,26,20,59,0.239,0.242,0.298
2016,ATL,F. Freeman,589,102,178,91,89,171,0.478,0.302,0.405
2016,ATL,A. Garcia,532,65,145,65,24,93,0.385,0.273,0.352
2016,ATL,N. Markakis,599,67,161,89,71,101,0.375,0.269,0.342
2016,ATL,H. Olivera,19,2,4,2,1,5,0.204,0.211,0.286
2016,ATL,J. Grilli,0,0,0,0,0,0,0,0,0
2016,ATL,K. Johnson,121,8,26,10,10,25,0.270,0.215,0.264
2016,ATL,E. O'Flaherty,0,0,0,0,0,0,0,0,0
2016,ATL,J. Johnson,1,0,0,0,0,1,0.000,0.000,0.000
2016,ATL,A.J. Pierzynski,247,15,54,23,6,29,0.248,0.219,0.263
2016,ATL,J. Peterson,350,45,89,29,52,69,0.343,0.254,0.339
2016,ATL,G. Beckham,240,25,52,30,26,50,0.387,0.217,0.291
2016,ATL,J. Teheran,49,1,10,2,1,16,0.114,0.204,0.220
2016,ATL,D. Winkler,0,0,0,0,0,0,0,0,0
2016,ATL,A. Vizcaino,0,0,0,0,0,0,0,0,0
2016,ATL,J. Francoeur,257,29,64,33,16,75,0.341,0.249,0.325
2016,ATL,D. Stubbs,38,6,9,3,4,20,0.345,0.237,0.341
2016,ATL,B. Norris,12,1,2,0,3,5,0.235,0.167,0.231
2016,ATL,A. Ogando,0,0,0,0,0,0,0,0,0
2016,ATL,J. Gant,7,0,0,0,0,1,0.000,0.000,0.000
2016,ATL,T. Flowers,281,27,76,41,29,91,0.370,0.270,0.334
2016,ATL,M. Wisler,46,2,7,2,1,21,0.111,0.152,0.188
2016,ATL,J. Ramirez,0,0,0,0,0,0,0,0,0
2016,ATL,W. Perez,17,0,0,0,0,5,0.000,0.000,0.000
2016,ATL,C. Withrow,0,0,0,0,0,0,0,0,0
2016,ATL,M. Smith,189,28,45,22,20,48,0.343,0.238,0.336
2016,ATL,J. Chacin,8,0,2,1,0,1,0.142,0.250,0.250
2016,ATL,H. Cervenka,0,0,0,0,0,0,0,0,0
2016,ATL,D. Castro,130,8,26,7,7,24,0.257,0.200,0.246
2016,ATL,R. Weber,6,0,0,0,0,3,0.000,0.000,0.000
2016,ATL,C. Kelly,2,0,0,0,0,1,0.000,0.000,0.000
2016,ATL,M. Marksberry,0,0,0,0,0,0,0,0,0
2016,ATL,A. Blair,21,0,1,0,0,9,0.072,0.048,0.048
2016,ATL,R. Brignac,29,3,6,1,0,8,0.226,0.207,0.281
2016,ATL,M. Foltynewicz,36,3,5,1,1,19,0.179,0.139,0.205
2016,ATL,C. d'Arnaud,233,24,57,21,23,50,0.399,0.245,0.315
2016,ATL,M. Tuiasosopo,3,0,0,0,0,1,0.000,0.000,0.000
2016,ATL,I. Krol,1,0,0,0,0,0,0.000,0.000,0.000
2016,ATL,B. Snyder,46,8,11,9,1,16,0.613,0.239,0.352
2016,ATL,D. Alvarez,0,0,0,0,0,0,0,0,0
2016,ATL,E. Bonifacio,38,6,8,3,3,12,0.205,0.211,0.318
2016,ATL,T. Jenkins,13,0,0,0,0,4,0.000,0.000,0.000
2016,ATL,M. Cabrera,0,0,0,0,0,0,0,0,0
2016,ATL,J. De La Cruz,16,0,3,1,0,8,0.202,0.188,0.188
2016,ATL,L. Harrell,8,0,0,0,0,2,0.000,0.000,0.000
2016,ATL,A. Recker,90,6,25,15,16,22,0.456,0.278,0.323
2016,ATL,M. Kemp,214,35,60,39,20,56,0.483,0.280,0.382
2016,ATL,R. Whalen,10,0,2,0,0,3,0.268,0.200,0.200
2016,ATL,B. Cunniff,0,0,0,0,0,0,0,0,0
2016,ATL,R. Hernandez,4,0,0,0,0,3,0.000,0.000,0.000
2016,ATL,M. Younginer,0,0,0,0,0,0,0,0,0
2016,ATL,C. Roe,0,0,0,0,0,0,0,0,0
2016,ATL,J. Hursh,0,0,0,0,0,0,0,0,0
2016,ATL,D. Swanson,129,20,39,17,13,34,0.378,0.302,0.396
2016,ATL,S. Simmons,0,0,0,0,0,0,0,0,0
2016,ATL,J. Bradley,0,0,0,0,0,0,0,0,0
2016,ATL,B. Lalli,13,0,2,1,0,3,0.127,0.154,0.154
2016,ATL,J. Collmenter,6,0,0,0,0,6,0.000,0.000,0.000
2016,ATL,R. Ruiz,7,1,2,2,0,2,0.469,0.286,0.375
2016,PHI,C. Hernandez,547,67,161,39,66,116,0.370,0.294,0.371
2016,PHI,O. Herrera,583,87,167,49,63,134,0.414,0.286,0.379
2016,PHI,M. Franco,581,67,148,88,40,106,0.450,0.255,0.332
2016,PHI,R. Howard,331,35,65,59,27,114,0.413,0.196,0.273
2016,PHI,D. Ruf,83,8,17,9,4,25,0.197,0.205,0.275
2016,PHI,C. Ruiz,165,18,43,12,24,28,0.430,0.261,0.333
2016,PHI,C. Hunter,34,3,3,1,2,6,0.245,0.088,0.162
2016,PHI,P. Bourjos,355,40,89,23,17,91,0.334,0.251,0.327
2016,PHI,F. Galvis,584,61,141,67,25,136,0.385,0.241,0.313
2016,PHI,J. Hellickson,54,3,9,4,4,24,0.178,0.167,0.211
2016,PHI,E. Burriss,45,3,5,0,2,10,0.166,0.111,0.167
2016,PHI,J. Gomez,0,0,0,0,0,0,0,0,0
2016,PHI,D. Hernandez,0,0,0,0,0,0,0,0,0
2016,PHI,J. Russell,0,0,0,0,0,0,0,0,0
2016,PHI,H. Neris,0,0,0,0,0,0,0,0,0
2016,PHI,C. Rupp,389,36,98,54,24,114,0.451,0.252,0.315
2016,PHI,T. Goeddel,213,17,41,16,17,52,0.299,0.192,0.252
2016,PHI,A. Nola,30,1,1,0,3,17,0.069,0.033,0.065
2016,PHI,D. Hinojosa,0,0,0,0,0,0,0,0,0
2016,PHI,A. Blanco,190,26,48,21,11,41,0.441,0.253,0.343
2016,PHI,C. Morton,6,1,1,0,0,3,0.311,0.167,0.286
2016,PHI,D. Stumpf,0,0,0,0,0,0,0,0,0
2016,PHI,B. Oberholtzer,7,0,1,0,0,2,0.109,0.143,0.143
2016,PHI,J. Eickhoff,61,4,8,5,1,12,0.280,0.131,0.185
2016,PHI,V. Velasquez,40,4,8,0,1,16,0.226,0.200,0.273
2016,PHI,E. Araujo,0,0,0,0,0,0,0,0,0
2016,PHI,D. Lough,67,6,16,4,9,8,0.368,0.239,0.301
2016,PHI,A. Bailey,0,0,0,0,0,0,0,0,0
2016,PHI,L. Garcia,0,0,0,0,0,0,0,0,0
2016,PHI,A. Morgan,32,1,3,1,1,11,0.076,0.094,0.121
2016,PHI,C. Murray,1,0,0,0,0,1,0.000,0.000,0.000
2016,PHI,T. Joseph,315,47,81,47,22,75,0.508,0.257,0.354
2016,PHI,J. Paredes,143,13,31,17,5,44,0.374,0.217,0.282
2016,PHI,C. Asche,197,22,42,18,18,54,0.396,0.213,0.292
2016,PHI,S. Gonzalez,1,0,0,0,0,0,0.000,0.000,0.000
2016,PHI,Z. Eflin,23,2,6,0,0,8,0.219,0.261,0.320
2016,PHI,E. Ramos,0,0,0,0,1,0,0,0,0
2016,PHI,T. Featherston,26,2,3,1,2,11,0.093,0.115,0.179
2016,PHI,A. Altherr,198,23,39,22,23,69,0.421,0.197,0.281
2016,PHI,M. Mariot,0,0,0,0,0,0,0,0,0
2016,PHI,P. Klein,2,0,0,0,0,2,0.000,0.000,0.000
2016,PHI,J. Thompson,14,0,2,0,0,5,0.275,0.143,0.143
2016,PHI,F. Herrmann,1,0,0,0,0,1,0.000,0.000,0.000
2016,PHI,A.J. Ellis,32,3,10,9,3,7,0.278,0.312,0.371
2016,PHI,P. Schuster,0,0,0,0,0,0,0,0,0
2016,PHI,A. Asher,11,0,1,2,0,6,0.047,0.091,0.091
2016,PHI,R. Quinn,57,10,15,6,8,19,0.372,0.263,0.373
2016,PHI,J. Rodriguez,0,0,0,0,0,0,0,0,0
2016,PHI,J. Alfaro,16,0,2,0,1,8,0.186,0.125,0.125
2016,CIN,Z. Cozart,464,67,117,50,37,84,0.508,0.252,0.347
2016,CIN,E. Suarez,565,78,140,70,51,155,0.452,0.248,0.339
2016,CIN,J. Votto,556,101,181,97,108,120,0.433,0.326,0.429
2016,CIN,B. Phillips,550,74,160,64,18,68,0.418,0.291,0.375
2016,CIN,J. Bruce,370,60,98,80,27,83,0.550,0.265,0.367
2016,CIN,D. Mesoraco,50,2,7,1,5,10,0.139,0.140,0.173
2016,CIN,A. Duvall,552,85,133,103,41,164,0.529,0.241,0.342
2016,CIN,T. Holt,179,21,42,13,23,48,0.294,0.235,0.315
2016,CIN,R. Iglesias,11,0,1,0,0,2,0.008,0.091,0.091
2016,CIN,J. Diaz,1,0,0,0,0,0,0.000,0.000,0.000
2016,CIN,T. Cingrani,0,1,0,0,1,0,0,0,0
2016,CIN,R. Ohlendorf,0,0,0,0,0,0,0,0,0
2016,CIN,S. Schebler,257,36,68,40,19,59,0.410,0.265,0.355
2016,CIN,J.J. Hoover,0,0,0,0,0,0,0,0,0
2016,CIN,B. Hamilton,411,69,107,17,36,93,0.350,0.260,0.367
2016,CIN,I. De Jesus Jr.,221,21,56,20,17,51,0.264,0.253,0.318
2016,CIN,B. Finnegan,53,4,6,2,3,18,0.278,0.113,0.175
2016,CIN,C. Cotham,0,0,0,0,0,0,0,0,0
2016,CIN,B. Wood,2,0,0,0,0,2,0.000,0.000,0.000
2016,CIN,J. Pacheco,51,1,8,0,0,14,0.293,0.157,0.173
2016,CIN,T. Barnhart,377,34,97,51,36,72,0.382,0.257,0.319
2016,CIN,R. Stephenson,10,0,0,0,0,5,0.000,0.000,0.000
2016,CIN,K. Sampson,7,0,0,0,0,6,0.000,0.000,0.000
2016,CIN,A. Simon,14,0,1,1,1,7,0.044,0.071,0.071
2016,CIN,T. Melville,2,0,0,0,0,2,0.000,0.000,0.000
2016,CIN,D. Straily,52,2,1,1,2,40,0.003,0.019,0.056
2016,CIN,J. Moscot,4,0,0,0,0,3,0.000,0.000,0.000
2016,CIN,D. Hayes,1,0,0,0,0,0,0.000,0.000,0.000
2016,CIN,J. Ramirez,0,0,0,0,0,0,0,0,0
2016,CIN,T. Adleman,21,2,4,3,0,11,0.166,0.190,0.261
2016,CIN,J. Lamb,20,0,1,0,1,12,0.083,0.050,0.050
2016,CIN,R. Cabrera,171,11,42,23,8,30,0.309,0.246,0.291
2016,CIN,S. Delabar,0,0,0,0,0,0,0,0,0
2016,CIN,J. Peraza,241,25,78,25,7,33,0.344,0.324,0.387
2016,CIN,L. Somsen,0,0,0,0,0,0,0,0,0
2016,CIN,S. Selsky,51,9,16,7,2,22,0.474,0.314,0.417
2016,CIN,D. Diaz,0,0,0,0,0,0,0,0,0
2016,CIN,D. Wright,5,0,0,0,0,2,0.000,0.000,0.000
2016,CIN,A.J. Morris,1,0,0,0,0,1,0.000,0.000,0.000
2016,CIN,J. Smith,11,0,2,0,0,4,0.291,0.182,0.182
2016,CIN,K. Waldrop,22,1,5,1,1,5,0.413,0.227,0.261
2016,CIN,A. DeSclafani,41,0,5,1,1,22,0.144,0.122,0.122
2016,CIN,C. Reed,11,1,0,0,1,6,0.000,0.000,0.083
2016,CIN,M. Lorenzen,5,1,1,3,0,2,0.360,0.200,0.333
2016,CIN,H. Bailey,10,0,1,0,1,1,0.200,0.100,0.100
2016,CIN,T. Renda,60,4,11,3,5,11,0.240,0.183,0.234
2016,CIN,R. Lopez,7,0,0,0,0,3,0.000,0.000,0.000
2016,CIN,H. Iribarren,45,6,14,2,0,11,0.607,0.311,0.392
2016,CIN,W. Peralta,0,0,0,0,0,0,0,0,0
2016,CIN,A. De Los Santos,0,0,0,0,0,0,0,0,0
2016,CIN,M. Magill,0,0,0,0,0,0,0,0,0
2016,CIN,P. Kivlehan,5,0,0,0,0,2,0.359,0.000,0.000
2016,LAD,C. Utley,540,80,132,54,43,123,0.393,0.244,0.342
2016,LAD,Y. Garcia,0,0,0,0,0,0,0,0,0
2016,LAD,C. Seager,671,108,202,76,56,146,0.497,0.301,0.398
2016,LAD,J. Turner,591,85,163,98,55,112,0.447,0.276,0.367
2016,LAD,S. Van Slyke,102,10,23,7,5,24,0.318,0.225,0.295
2016,LAD,A. Gonzalez,609,72,170,96,58,125,0.429,0.279,0.355
2016,LAD,C. Culberson,74,6,20,7,1,15,0.319,0.270,0.325
2016,LAD,Y. Puig,353,46,92,45,27,77,0.439,0.261,0.346
2016,LAD,L. Coleman,0,0,0,0,0,0,0,0,0
2016,LAD,A. Barnes,33,4,5,2,5,10,0.134,0.152,0.243
2016,LAD,C. Crawford,81,8,15,6,4,11,0.293,0.185,0.258
2016,LAD,T. Thompson,236,31,53,32,26,66,0.503,0.225,0.315
2016,LAD,J. Pederson,442,69,109,72,66,144,0.472,0.247,0.348
2016,LAD,A.J. Ellis,139,8,27,13,16,24,0.266,0.194,0.238
2016,LAD,C. Kershaw,53,3,10,3,2,16,0.230,0.189,0.232
2016,LAD,E. Hernandez,224,25,41,18,31,66,0.372,0.183,0.265
2016,LAD,S. Kazmir,43,3,5,2,1,24,0.081,0.116,0.174
2016,LAD,P. Baez,1,0,0,0,0,0,0.000,0.000,0.000
2016,LAD,C. Hatcher,3,0,1,1,0,0,0.611,0.333,0.333
2016,LAD,K. Jansen,1,0,0,0,0,1,0.000,0.000,0.000
2016,LAD,K. Maeda,59,5,8,4,1,16,0.341,0.136,0.203
2016,LAD,J.P. Howell,2,0,0,0,0,2,0.000,0.000,0.000
2016,LAD,J. Blanton,0,0,0,0,0,0,0,0,0
2016,LAD,A. Wood,16,2,4,2,1,9,0.151,0.250,0.333
2016,LAD,R. Stripling,24,2,2,1,2,12,0.048,0.083,0.154
2016,LAD,M. Johnson,6,1,1,0,0,1,0.028,0.167,0.286
2016,LAD,H. Kendrick,509,67,129,40,51,100,0.320,0.253,0.340
2016,LAD,Y. Grandal,418,50,92,75,71,127,0.424,0.220,0.303
2016,LAD,A. Liberatore,0,0,0,0,0,0,0,0,0
2016,LAD,L. Avilan,0,0,0,0,0,0,0,0,0
2016,LAD,C. Tsao,0,0,0,0,0,0,0,0,0
2016,LAD,M. Bolsinger,9,0,0,0,0,7,0.000,0.000,0.000
2016,LAD,J. Urias,23,0,3,2,0,9,0.087,0.130,0.130
2016,LAD,C. Fien,0,0,0,0,0,0,0,0,0
2016,LAD,W. Venable,18,2,1,0,0,5,0.168,0.056,0.150
2016,LAD,N. Tepesch,1,0,0,0,0,1,0.000,0.000,0.000
2016,LAD,C. Taylor,58,8,12,7,4,13,0.500,0.207,0.303
2016,LAD,B. Stewart,10,0,1,0,0,7,0.062,0.100,0.100
2016,LAD,B. Norris,15,1,4,1,0,2,0.304,0.267,0.312
2016,LAD,B. McCarthy,13,0,0,1,2,6,0.000,0.000,0.000
2016,LAD,H. Ryu,1,0,0,0,0,0,0.000,0.000,0.000
2016,LAD,C. Frias,1,0,0,0,0,1,0.000,0.000,0.000
2016,LAD,A. Toles,127,25,41,18,9,28,0.516,0.323,0.434
