Season,Teams,Hitter,AB,R,H,RBI,BB,K,SLG,AVG,OBP
2019,NYY,F. Diaz,3,0,0,1,0,1,0.126,0.000,0.000
2019,NYY,C. Frazier,234,31,61,41,17,74,0.527,0.261,0.347
2019,NYY,T. Amburgey,5,1,1,0,0,1,0.412,0.200,0.333
2019,NYY,T. Wade,104,17,25,11,11,31,0.297,0.240,0.347
2019,NYY,M. Lipka,7,2,2,0,2,0,0.494,0.286,0.444
2019,NYY,T. Estrada,71,12,16,12,4,18,0.485,0.225,0.337
2019,NYY,G. Katoh,4,0,0,0,0,1,0.111,0.000,0.000
2019,NYY,B. Burns,5,0,0,0,0,1,0.163,0.000,0.000
2019,NYY,J. Hendrix,1,0,0,0,0,1,0.143,0.000,0.000
2019,NYY,A. Aguilar,5,0,0,0,0,1,0.274,0.000,0.000
2019,NYY,R. Lavarnway,2,1,1,1,1,0,0.450,0.500,0.667
2019,NYY,J. Saez,2,0,0,0,0,1,0.343,0.000,0.000
2019,NYY,B. Gardner,532,90,131,78,56,124,0.433,0.246,0.355
2019,NYY,A. Judge,416,82,112,57,75,156,0.499,0.269,0.390
2019,NYY,G. Stanton,79,12,22,18,17,30,0.452,0.278,0.374
2019,NYY,D. LeMahieu,648,120,212,109,51,96,0.504,0.327,0.432
2019,NYY,T. Tulowitzki,15,2,3,2,4,7,0.629,0.200,0.294
2019,NYY,A. Alvarez,0,0,0,0,0,0,0,0,0
2019,NYY,B. Wagner,0,0,0,0,1,0,0,0,0
2019,NYY,I. Gilliam,2,0,0,0,0,2,0.800,0.000,0.000
2019,NYY,T. Hill,2,0,0,0,0,1,0.000,0.000,0.000
2019,NYY,O. Cabrera,3,0,1,0,0,1,0.568,0.333,0.333
2019,NYY,A. Romine,233,30,65,35,11,51,0.374,0.279,0.361
2019,NYY,C. Gittens,4,0,1,0,0,2,0.364,0.250,0.250
2019,NYY,B. Ruta,2,0,1,0,0,0,0.450,0.500,0.500
2019,NYY,P. Olivares,1,0,0,0,0,0,0.250,0.000,0.000
2019,NYY,S. Sensley,1,0,0,0,0,0,0.000,0.000,0.000
2019,NYY,D. Castillo,4,1,2,1,0,1,0.571,0.500,0.600
2019,NYY,M. Tauchman,262,46,73,47,35,71,0.471,0.279,0.386
2019,NYY,K. Higashioka,56,8,12,11,0,26,0.441,0.214,0.312
2019,NYY,M. Ford,143,30,37,25,17,28,0.394,0.259,0.387
2019,NYY,C. Maybin,245,50,70,33,31,76,0.440,0.286,0.407
2019,NYY,A. Ottavino,0,0,0,0,0,0,0,0,0
2019,NYY,A. Chapman,0,0,0,0,0,0,0,0,0
2019,NYY,J. Paxton,5,0,0,1,0,5,0.000,0.000,0.000
2019,NYY,T. Kahnle,0,0,0,0,0,0,0,0,0
2019,NYY,Z. Britton,0,0,0,0,0,0,0,0,0
2019,NYY,J.A. Happ,3,1,0,0,0,0,0.000,0.000,0.250
2019,NYY,L. Cessa,1,0,0,0,0,1,0.000,0.000,0.000
2019,NYY,D. German,8,0,0,0,0,7,0.000,0.000,0.000
2019,NYY,J. Holder,0,0,0,0,0,0,0,0,0
2019,NYY,J. Harvey,0,0,0,0,0,0,0,0,0
2019,NYY,C. Sabathia,3,0,0,0,0,2,0.000,0.000,0.000
2019,NYY,M. Tanaka,1,0,0,0,0,0,0.000,0.000,0.000
2019,NYY,A. Hicks,234,42,54,39,35,77,0.371,0.231,0.348
2019,NYY,K. Morales,62,7,11,5,12,6,0.261,0.177,0.261
2019,NYY,D. Gregorius,357,51,86,67,19,59,0.439,0.241,0.336
2019,NYY,E. Encarnacion,208,35,49,39,22,61,0.486,0.236,0.346
2019,NYY,C. Green,1,0,0,0,0,1,0.000,0.000,0.000
2019,NYY,N. Cortes Jr.,0,0,0,0,0,0,0,0,0
2019,NYY,B. Valera,32,5,7,3,4,5,0.326,0.219,0.324
2019,NYY,C. Gearrin,0,0,0,0,0,0,0,0,0
2019,HOU,G. Springer,566,109,158,109,80,136,0.562,0.279,0.396
2019,HOU,C. McCormick,2,1,0,0,1,1,1.667,0.000,0.333
2019,HOU,J. Altuve,589,105,177,85,48,93,0.534,0.301,0.406
2019,HOU,O. Duarte,0,0,0,0,1,0,0,0,0
2019,HOU,A. Bregman,633,136,182,127,134,97,0.530,0.288,0.414
2019,HOU,N. Tanielu,13,3,5,3,0,1,0.768,0.385,0.500
2019,HOU,M. Brantley,659,97,201,96,61,79,0.500,0.305,0.394
2019,HOU,A. Diaz,237,37,59,40,27,34,0.410,0.249,0.350
2019,HOU,C. Correa,353,48,93,69,41,103,0.508,0.263,0.352
2019,HOU,J. Mayfield,74,9,11,5,2,18,0.262,0.149,0.241
2019,HOU,Y. Gurriel,649,92,191,119,42,71,0.457,0.294,0.382
2019,HOU,T. Jones,2,0,1,0,1,1,0.167,0.500,0.500
2019,HOU,J. Reddick,545,60,144,58,39,78,0.411,0.264,0.337
2019,HOU,S. Wrenn,1,1,0,0,0,1,0.000,0.000,0.500
2019,HOU,R. Chirinos,418,64,96,63,55,144,0.467,0.230,0.332
2019,HOU,C. Robinson,0,0,0,0,0,0,0,0,0
2019,HOU,T. Kemp,174,25,43,19,18,32,0.362,0.247,0.342
2019,HOU,T. White,232,17,53,24,32,78,0.319,0.228,0.281
2019,HOU,A. Toro,85,13,20,11,9,19,0.374,0.235,0.337
2019,HOU,J. Meyers,0,0,0,0,0,0,0,0,0
2019,HOU,K. Tucker,83,17,21,11,7,28,0.480,0.253,0.380
2019,HOU,D. Fisher,53,9,12,5,7,14,0.442,0.226,0.339
2019,HOU,R. Dawson,5,1,0,0,0,1,0.257,0.000,0.167
2019,HOU,M. Stassi,102,4,18,4,7,35,0.186,0.176,0.208
2019,HOU,J. Marisnick,312,50,74,35,22,103,0.480,0.237,0.343
2019,HOU,J. Arauz,0,0,0,0,0,0,0,0,0
2019,HOU,C. Julks,2,0,1,2,0,1,0.429,0.500,0.500
2019,HOU,A. Reed,1,0,1,0,0,0,0.333,1.000,1.000
2019,HOU,Y. Alvarez,380,63,113,81,59,117,0.665,0.297,0.397
2019,HOU,J. Ritchie,1,0,0,0,0,0,0.294,0.000,0.000
2019,HOU,J. Pena,0,1,0,0,1,0,0,0,0
2019,HOU,M. Straw,115,31,33,9,19,26,0.347,0.287,0.438
2019,HOU,A. De Goti,1,0,0,0,1,0,0.229,0.000,0.000
2019,HOU,S. Beer,0,0,0,0,0,0,0,0,0
2019,HOU,G. Goetzman,5,0,4,1,0,0,0.853,0.800,0.800
2019,HOU,C. Benedetti,0,1,0,0,1,0,0,0,0
2019,HOU,G. Stubbs,38,9,9,3,4,7,0.367,0.237,0.383
2019,HOU,H. Rondon,0,0,0,0,0,0,0,0,0
2019,HOU,J. James,0,0,0,0,0,0,0,0,0
2019,HOU,C. Devenski,0,0,0,0,0,0,0,0,0
2019,HOU,W. Miley,4,1,0,0,1,1,0.000,0.000,0.200
2019,HOU,W. Harris,0,0,0,0,0,0,0,0,0
2019,HOU,R. Pressly,0,0,0,0,0,0,0,0,0
2019,HOU,J. Verlander,2,0,0,0,0,1,0.000,0.000,0.000
2019,HOU,G. Cole,10,0,0,0,0,6,0.000,0.000,0.000
2019,HOU,R. Osuna,0,0,0,0,0,0,0,0,0
2019,HOU,J. Urquidy,6,0,0,0,0,4,0.000,0.000,0.000
2019,HOU,C. McHugh,0,0,0,0,0,0,0,0,0
2019,HOU,J. Smith,0,0,0,0,0,0,0,0,0
2019,HOU,M. Maldonado,104,22,23,12,14,32,0.398,0.221,0.357
2019,HOU,Z. Greinke,3,0,1,0,0,2,0.333,0.333,0.333
2019,HOU,C. Perez,0,0,0,0,0,0,0,0,0
2019,HOU,J. Biagini,0,0,0,0,0,0,0,0,0
2019,HOU,B. Peacock,0,0,0,0,0,0,0,0,0
2019,PIT,P. Reyes,160,22,36,22,15,36,0.259,0.225,0.319
2019,PIT,J. Shuck,55,6,13,3,9,10,0.297,0.236,0.311
2019,PIT,L. Hill,1,1,1,1,1,0,0.143,1.000,1.000
2019,PIT,C. Moran,478,47,132,81,32,120,0.464,0.276,0.341
2019,PIT,J. Osuna,267,41,70,37,18,51,0.550,0.262,0.360
2019,PIT,K. Newman,497,63,153,66,29,63,0.441,0.308,0.386
2019,PIT,P. Kivlehan,14,0,2,0,0,4,0.432,0.143,0.143
2019,PIT,J. Stallings,196,26,50,13,16,42,0.374,0.255,0.342
2019,PIT,S. Baron,21,0,5,2,0,11,0.152,0.238,0.238
2019,PIT,L. Sanchez,3,1,0,0,1,1,0.385,0.000,0.250
2019,PIT,J. Musgrove,52,8,8,3,2,20,0.115,0.154,0.267
2019,PIT,H. Owen,2,0,0,0,0,1,0.000,0.000,0.000
2019,PIT,M. Feliz,0,0,0,0,0,0,0,0,0
2019,PIT,N. Burdi,0,0,0,0,0,0,0,0,0
2019,PIT,B. Kinneman,1,1,1,0,0,0,0.333,1.000,1.000
2019,PIT,C. Holmes,5,0,0,0,0,4,0.000,0.000,0.000
2019,PIT,Z. Kone,1,1,1,0,0,0,0.500,1.000,1.000
2019,PIT,B. Maurer,0,0,0,0,0,0,0,0,0
2019,PIT,A. Frazier,567,82,159,52,38,76,0.389,0.280,0.371
2019,PIT,J. Davis,5,2,2,2,0,1,1.920,0.400,0.571
2019,PIT,C. Dickerson,139,21,42,28,14,25,0.539,0.302,0.394
2019,PIT,R. Glendinning,0,1,0,0,0,0,0,0,0
2019,PIT,J. Bell,539,94,148,115,73,121,0.600,0.275,0.382
2019,PIT,J. Suiter,2,2,1,0,0,0,1.100,0.500,0.750
2019,PIT,F. Cervelli,117,13,25,9,10,31,0.264,0.214,0.292
2019,PIT,R. Haug,1,1,1,0,0,0,1.000,1.000,1.000
2019,PIT,J. Kang,182,17,34,27,13,61,0.389,0.187,0.256
2019,PIT,M. Cabrera,389,45,107,50,18,44,0.434,0.275,0.350
2019,PIT,E. Gonzalez,155,16,37,6,12,37,0.279,0.239,0.310
2019,PIT,C. Archer,36,1,4,2,3,20,0.076,0.111,0.135
2019,PIT,T. Lyons,1,0,0,0,0,0,0.000,0.000,0.000
2019,PIT,K. Crick,0,0,0,0,0,0,0,0,0
2019,PIT,M. Eckelman,0,0,0,0,0,0,0,0,0
2019,PIT,M. DuRapau,5,0,1,0,0,2,0.050,0.200,0.200
2019,PIT,J. Medrano,1,0,0,0,0,0,0.000,0.000,0.000
2019,PIT,L. Chisenhall,9,0,2,1,0,5,0.249,0.222,0.222
2019,PIT,C. Sharpe,0,0,0,0,0,0,0,0,0
2019,PIT,C. Mitchell,1,0,0,0,0,1,0.250,0.000,0.000
2019,PIT,A. Pabst,1,0,0,0,0,0,0.286,0.000,0.000
2019,PIT,K. Kela,0,0,0,0,0,0,0,0,0
2019,PIT,F. Vazquez,2,0,0,0,0,0,0.000,0.000,0.000
2019,PIT,W. Craig,6,1,1,0,2,5,0.343,0.167,0.286
2019,PIT,O. Cruz,3,1,1,1,0,0,0.889,0.333,0.500
2019,PIT,J. Lyles,26,1,2,2,0,17,0.037,0.077,0.111
2019,PIT,R. Rodriguez,0,0,0,0,0,0,0,0,0
2019,PIT,M. Tolman,2,0,0,0,0,0,0.000,0.000,0.000
2019,PIT,K. Hayes,8,2,3,3,0,4,0.822,0.375,0.500
2019,PIT,C. Kelley,4,0,2,0,0,1,0.194,0.500,0.500
2019,PIT,B. Reynolds,493,84,156,67,46,121,0.538,0.316,0.416
2019,PIT,T. Robinson,1,0,0,0,0,1,0.000,0.000,0.000
2019,PIT,J. Oliva,4,0,0,0,0,3,0.333,0.000,0.000
2019,PIT,L. Tancas,3,0,1,0,0,2,0.400,0.333,0.333
2019,PIT,S. Alemais,0,0,0,0,1,0,0,0,0
2019,PIT,B. Madris,3,1,1,0,0,0,0.286,0.333,0.500
2019,PIT,A. Reyes,3,1,2,0,2,1,0.247,0.667,0.750
2019,PIT,A. Valerio,3,0,1,0,0,1,0.074,0.333,0.333
2019,PIT,S. Marte,540,95,157,83,25,96,0.455,0.291,0.397
2019,PIT,J. Taillon,8,0,2,0,0,3,0.067,0.250,0.250
2019,PIT,T. Williams,35,2,6,4,2,17,0.200,0.171,0.216
2019,PIT,S. Brault,42,8,14,2,1,8,0.329,0.333,0.440
2019,PIT,N. Kingham,6,0,0,0,2,4,0.000,0.000,0.000
2019,PIT,F. Liriano,1,0,1,0,1,0,1.000,1.000,1.000
2019,PIT,J. Martin,36,5,9,2,4,10,0.451,0.250,0.341
2019,PIT,C. Tucker,147,16,31,13,10,40,0.392,0.211,0.288
2019,PIT,G. Polanco,153,23,37,17,12,49,0.461,0.242,0.341
2019,PIT,E. Diaz,298,30,72,28,23,53,0.303,0.242,0.311
2019,PIT,D. Neverauskas,0,0,0,0,0,0,0,0,0
2019,PIT,C. Stratton,2,0,0,0,0,2,0.000,0.000,0.000
2019,PIT,J. Elmore,47,3,10,4,2,8,0.188,0.213,0.260
2019,PIT,G. Hartlieb,0,0,0,0,0,0,0,0,0
2019,PIT,R. Davis,1,0,0,0,0,0,0.000,0.000,0.000
2019,PIT,M. Keller,10,0,0,0,0,3,0.000,0.000,0.000
2019,PIT,A. McRae,6,0,2,0,0,3,0.408,0.333,0.333
2019,PIT,D. Agrazal,22,0,2,2,0,9,0.021,0.091,0.091
2019,PIT,K. Kramer,42,5,7,5,6,17,0.195,0.167,0.255
2019,PIT,L. Escobar,2,0,0,0,0,1,0.000,0.000,0.000
2019,PIT,Y. Ramirez,2,0,0,0,0,0,0.000,0.000,0.000
2019,PIT,P. Markel,3,0,0,0,0,1,0.000,0.000,0.000
2019,PIT,Y. Rios,0,0,0,0,0,0,0,0,0
2019,PIT,W. Wang,0,0,0,0,0,0,0,0,0
2019,PIT,J. Marvel,4,0,0,0,0,2,0.000,0.000,0.000
2019,PIT,W. Jerez,0,0,0,0,0,0,0,0,0
2019,PIT,C. Joseph,11,1,2,0,0,1,0.117,0.182,0.250
2019,MIN,M. Kepler,546,99,135,95,65,104,0.494,0.247,0.363
2019,MIN,J. Cronin,1,0,0,0,0,0,1.333,0.000,0.000
2019,MIN,J. Polanco,648,108,191,81,62,119,0.556,0.295,0.396
2019,MIN,W. Sawyer,0,0,0,0,0,0,0,0,0
2019,MIN,N. Cruz,477,85,147,112,60,136,0.580,0.308,0.413
2019,MIN,M. Reed,2,0,0,1,1,0,0.458,0.000,0.000
2019,MIN,E. Rosario,588,92,161,111,22,90,0.510,0.274,0.372
2019,MIN,J. Cave,210,29,54,26,25,74,0.351,0.257,0.347
2019,MIN,C.J. Cron,475,56,122,79,31,112,0.480,0.257,0.335
2019,MIN,T. Austin,11,1,2,1,3,5,0.531,0.182,0.250
2019,MIN,M. Gonzalez,445,55,117,56,32,108,0.367,0.263,0.344
2019,MIN,A. Rosales,2,0,0,0,1,0,0.694,0.000,0.000
2019,MIN,J. Schoop,448,65,119,61,20,121,0.470,0.266,0.359
2019,MIN,R. Torreyes,26,3,7,3,0,3,0.315,0.269,0.345
2019,MIN,W. Astudillo,203,30,58,23,6,8,0.482,0.286,0.378
2019,MIN,B. Buxton,281,50,74,48,20,69,0.519,0.263,0.375
2019,MIN,E. Adrianza,212,35,56,22,20,44,0.357,0.264,0.368
2019,MIN,B. Schales,1,0,0,0,0,1,0.333,0.000,0.000
2019,MIN,M. Garver,330,72,88,69,43,94,0.644,0.267,0.398
2019,MIN,J. Castro,242,41,58,33,34,90,0.482,0.240,0.350
2019,MIN,J. Davis,1,0,0,0,0,0,0.333,0.000,0.000
2019,MIN,W. Rosario,3,0,1,0,0,0,0.133,0.333,0.333
2019,MIN,J. Gore,1,0,0,0,0,0,0.375,0.000,0.000
2019,MIN,A. Marte,0,0,0,0,0,0,0,0,0
2019,MIN,A. Baddoo,1,0,0,0,0,1,0.000,0.000,0.000
2019,MIN,A. Kirilloff,4,0,0,0,0,1,0.308,0.000,0.000
2019,MIN,R. Lewis,4,0,1,0,0,1,0.400,0.250,0.250
2019,MIN,T. Larnach,4,0,0,0,0,3,0.667,0.000,0.000
2019,MIN,M. Helman,4,1,1,0,0,0,0.750,0.250,0.400
2019,MIN,D. Maggi,0,1,0,0,0,0,0,0,0
2019,MIN,C. Williams,4,0,0,0,0,2,0.000,0.000,0.000
2019,MIN,Z. Wiel,1,0,0,1,0,0,0.000,0.000,0.000
2019,MIN,R. Costello,2,0,1,0,0,0,0.500,0.500,0.500
2019,MIN,T. Blankenhorn,1,1,1,0,0,0,1.000,1.000,1.000
2019,MIN,M. Perez,3,1,0,0,0,2,0.000,0.000,0.250
2019,MIN,T. Hildenberger,0,0,0,0,0,0,0,0,0
2019,MIN,A. Mejia,0,0,0,0,0,0,0,0,0
2019,MIN,T. May,0,0,0,0,0,0,0,0,0
2019,MIN,J. Odorizzi,2,0,0,0,0,0,0.000,0.000,0.000
2019,MIN,R. Harper,0,0,0,0,0,0,0,0,0
2019,MIN,T. Rogers,0,0,0,0,0,0,0,0,0
2019,MIN,B. Parker,0,0,0,0,0,0,0,0,0
2019,MIN,M. Pineda,4,0,0,0,0,1,0.000,0.000,0.000
2019,MIN,J. Berrios,4,1,0,0,1,4,0.000,0.000,0.200
2019,MIN,C. De Jong,0,0,0,0,0,0,0,0,0
2019,MIN,K. Gibson,1,0,0,0,1,1,0.000,0.000,0.000
2019,MIN,A. Vasquez,0,0,0,0,0,0,0,0,0
2019,MIN,M. Sano,392,77,95,80,55,167,0.575,0.242,0.367
2019,MIN,L. Arraez,337,55,114,29,36,31,0.503,0.338,0.431
2019,MIN,L. Wade Jr.,56,10,11,5,11,9,0.261,0.196,0.318
2019,MIN,T. Duffey,0,0,0,0,0,0,0,0,0
2019,MIN,S. Romo,0,0,0,0,0,0,0,0,0
2019,MIN,S. Poppen,0,0,0,0,0,0,0,0,0
2019,MIN,C. Stashak,0,0,0,0,0,0,0,0,0
2019,MIN,S. Dyson,0,0,0,0,0,0,0,0,0
2019,MIN,Z. Littell,0,0,0,0,0,0,0,0,0
2019,MIN,I. Miller,17,2,3,1,0,3,0.168,0.176,0.263
2019,MIN,R. LaMarre,23,3,5,3,3,5,0.381,0.217,0.308
2019,ATL,D. Swanson,517,84,135,71,52,134,0.497,0.261,0.364
2019,ATL,R. Didder,2,1,0,0,0,0,0.516,0.000,0.333
2019,ATL,J. Camargo,242,33,57,32,16,44,0.351,0.236,0.327
2019,ATL,G. Schwartz,2,1,0,0,0,2,0.382,0.000,0.333
2019,ATL,R. Acuna Jr.,658,133,187,106,83,197,0.526,0.284,0.405
2019,ATL,N. Shumpert,1,0,0,0,0,1,0.000,0.000,0.000
2019,ATL,B. McCann,302,30,74,47,33,56,0.441,0.245,0.313
2019,ATL,J. Morales,1,0,0,0,0,1,0.000,0.000,0.000
2019,ATL,C. Culberson,145,14,35,22,7,47,0.637,0.241,0.308
2019,ATL,A. Vizcaino,0,0,0,0,0,0,0,0,0
2019,ATL,A. Santiago,0,0,0,0,0,0,0,0,0
2019,ATL,J. Venters,0,0,0,0,0,0,0,0,0
2019,ATL,J. De Paula,0,0,0,0,0,0,0,0,0
2019,ATL,J. Harrison,0,0,0,0,0,0,0,0,0
2019,ATL,C. Pache,10,2,2,1,0,4,0.683,0.200,0.333
2019,ATL,C. Sobotka,3,0,0,0,0,2,0.000,0.000,0.000
2019,ATL,R. Delgado,0,0,0,0,0,0,0,0,0
2019,ATL,A. Wilkins,11,2,5,3,0,4,0.780,0.455,0.538
2019,ATL,T. Harris,1,0,0,0,0,0,0.000,0.000,0.000
2019,ATL,P. Florimon,8,1,2,5,1,2,0.432,0.250,0.333
2019,ATL,A. Salazar,0,0,0,0,0,0,0,0,0
2019,ATL,S. Newcomb,10,0,0,0,0,8,0.000,0.000,0.000
2019,ATL,D. Lugbauer,3,1,1,0,0,2,0.457,0.333,0.500
2019,ATL,E. Inciarte,212,32,53,25,26,43,0.346,0.250,0.348
2019,ATL,S. Carle,1,0,0,0,0,1,0.000,0.000,0.000
2019,ATL,T. Demeritte,1,0,1,0,0,0,1.000,1.000,1.000
2019,ATL,O. Albies,676,108,200,93,56,120,0.462,0.296,0.393
2019,ATL,R. Unroe,1,0,0,0,0,1,0.182,0.000,0.000
2019,ATL,A. Riley,283,42,64,50,18,110,0.625,0.226,0.326
2019,ATL,T. Flowers,278,36,64,35,32,107,0.461,0.230,0.318
2019,ATL,W. Contreras,1,0,1,0,0,0,0.636,1.000,1.000
2019,ATL,A. Duvall,135,19,37,24,9,45,0.709,0.274,0.364
2019,ATL,E. Leyva,0,0,0,0,0,0,0,0,0
2019,ATL,J. Lopez,1,0,0,0,0,0,0.000,0.000,0.000
2019,ATL,G. Benson,1,0,0,0,0,0,0.167,0.000,0.000
2019,ATL,R. LaMarre,8,0,1,0,0,3,0.259,0.125,0.125
2019,ATL,I. Wilson,1,0,0,0,0,1,0.083,0.000,0.000
2019,ATL,S. Kazmar Jr.,5,1,3,0,0,0,0.640,0.600,0.667
2019,ATL,T. Burrows,0,0,0,0,0,0,0,0,0
2019,ATL,J. Ramos,1,0,0,0,0,1,1.000,0.000,0.000
2019,ATL,K. Wright,6,0,0,0,0,4,0.000,0.000,0.000
2019,ATL,B. Rowen,1,0,0,0,0,1,0.000,0.000,0.000
2019,ATL,D. Winkler,0,0,0,0,0,0,0,0,0
2019,ATL,M. Mooney,1,0,1,0,0,0,1.000,1.000,1.000
2019,ATL,R. Ortega,95,9,18,10,10,25,0.332,0.189,0.260
2019,ATL,J. Donaldson,579,99,146,98,104,164,0.454,0.252,0.361
2019,ATL,F. Freeman,628,115,183,122,89,135,0.566,0.291,0.401
2019,ATL,N. Markakis,444,64,124,64,50,64,0.424,0.279,0.370
2019,ATL,J. Teheran,57,1,6,4,0,25,0.098,0.105,0.121
2019,ATL,W. Parsons,2,0,0,0,0,2,0.000,0.000,0.000
2019,ATL,C. Martinez,2,0,0,0,0,0,0.000,0.000,0.000
2019,ATL,M. Mader,0,0,0,0,0,0,0,0,0
2019,ATL,J. Creasy,0,0,0,0,0,0,0,0,0
2019,ATL,J. Dean,1,0,1,0,0,0,0.400,1.000,1.000
2019,ATL,J. Tomlin,7,0,0,0,0,4,0.000,0.000,0.000
2019,ATL,T. Toussaint,9,0,0,0,0,7,0.000,0.000,0.000
2019,ATL,A. Jackson,17,1,1,0,1,7,0.123,0.059,0.111
2019,ATL,M. Joyce,218,33,61,25,39,50,0.494,0.280,0.375
2019,ATL,J. Biddle,0,0,0,0,0,0,0,0,0
2019,ATL,L. Jackson,0,0,0,0,0,0,0,0,0
2019,ATL,M. Fried,56,11,11,4,5,16,0.217,0.196,0.328
2019,ATL,B. Wilson,9,0,2,0,0,6,0.117,0.222,0.222
2019,ATL,A.J. Minter,0,0,0,0,0,0,0,0,0
2019,ATL,K. Gausman,27,1,1,0,0,18,0.109,0.037,0.071
2019,ATL,J. Webb,1,0,0,0,0,1,0.000,0.000,0.000
2019,ATL,M. Soroka,54,2,4,3,2,24,0.073,0.074,0.107
2019,ATL,M. Foltynewicz,37,1,2,1,0,20,0.041,0.054,0.079
2019,ATL,J. Blevins,0,0,0,0,0,0,0,0,0
2019,ATL,G. Dayton,0,0,0,0,0,0,0,0,0
2019,ATL,A. Swarzak,0,0,0,0,0,0,0,0,0
2019,ATL,H. Ynoa,0,0,0,0,0,0,0,0,0
2019,ATL,D. Keuchel,40,0,5,2,1,29,0.156,0.125,0.125
2019,ATL,J. Walker,1,0,0,0,0,0,0.000,0.000,0.000
2019,ATL,C. Martin,0,0,0,0,0,0,0,0,0
2019,ATL,M. Melancon,0,0,0,0,0,0,0,0,0
2019,ATL,S. Greene,0,0,0,0,0,0,0,0,0
2019,ATL,A. Hechavarria,64,14,20,15,6,17,0.372,0.312,0.436
2019,ATL,B. Hamilton,41,11,11,3,8,13,0.333,0.268,0.423
2019,ATL,F. Cervelli,34,4,9,7,5,11,0.315,0.265,0.342
2019,ATL,D. O'Day,0,0,0,0,0,0,0,0,0
2019,ATL,J. Murphy,1,0,0,0,0,0,0.413,0.000,0.000
2019,TOR,B. Drury,435,44,95,44,27,119,0.382,0.218,0.290
2019,TOR,S. Espinal,3,2,2,0,0,1,0.465,0.667,0.800
2019,TOR,R. Grichuk,599,77,138,83,38,167,0.433,0.230,0.318
2019,TOR,D. Pompey,2,0,0,0,0,2,0.436,0.000,0.000
2019,TOR,T. Hernandez,431,60,97,68,49,161,0.382,0.225,0.320
2019,TOR,R. Noda,0,0,0,0,1,0,0,0,0
2019,TOR,K. Morales,14,2,2,0,1,1,0.346,0.143,0.250
2019,TOR,R. Hissey,0,0,0,0,1,0,0,0,0
2019,TOR,Y. Gudino,0,0,0,0,0,0,0,0,0
2019,TOR,L. Gurriel Jr.,326,56,92,54,21,88,0.517,0.282,0.387
2019,TOR,R. Urena,86,5,22,5,2,26,0.448,0.256,0.297
2019,TOR,K. Pillar,29,2,4,5,0,5,0.204,0.138,0.194
2019,TOR,E. Sogard,299,46,90,32,30,50,0.515,0.301,0.394
2019,TOR,B. McKinney,267,38,58,29,21,77,0.364,0.217,0.315
2019,TOR,P. Cantwell,4,1,1,0,0,0,0.635,0.250,0.400
2019,TOR,D. Jansen,356,42,74,44,33,80,0.288,0.208,0.291
2019,TOR,B. Lundquist,5,2,0,0,1,4,0.258,0.000,0.286
2019,TOR,F. Galvis,464,55,124,55,23,117,0.466,0.267,0.345
2019,TOR,R. Tellez,374,50,85,56,29,117,0.458,0.227,0.318
2019,TOR,C. Spanberger,2,0,1,0,0,1,0.500,0.500,0.500
2019,TOR,C. Stevenson,2,2,1,0,0,0,0.500,0.500,0.750
2019,TOR,J. Smoak,425,56,90,62,82,110,0.429,0.212,0.304
2019,TOR,A. Burns,3,0,0,0,0,2,0.334,0.000,0.000
2019,TOR,J. Palacios,12,0,3,1,0,6,0.199,0.250,0.250
2019,TOR,L. Maile,129,10,20,11,9,35,0.276,0.155,0.216
2019,TOR,A. Guillotte,0,0,0,0,0,0,0,0,0
2019,TOR,K. Vicuna,0,0,0,0,0,0,0,0,0
2019,TOR,R. Fields,6,1,4,0,1,1,0.267,0.667,0.714
2019,TOR,R. Orozco,1,2,1,0,1,0,0.667,1.000,1.000
2019,TOR,N. Knight,2,1,0,0,0,1,0.000,0.000,0.333
2019,TOR,S. Taylor,1,0,1,2,1,0,1.000,1.000,1.000
2019,TOR,B. Grudzielanek,1,0,0,2,0,0,0.000,0.000,0.000
2019,TOR,C. Young,2,0,0,0,0,0,0.200,0.000,0.000
2019,TOR,R. Brito,1,0,0,0,0,1,0.000,0.000,0.000
2019,TOR,K. Smith,7,2,2,0,0,3,0.213,0.286,0.444
2019,TOR,C. Biggio,357,68,84,49,72,123,0.394,0.235,0.358
2019,TOR,R. Pruitt,1,0,0,0,0,1,0.000,0.000,0.000
2019,TOR,C. Large,0,0,0,0,1,0,0,0,0
2019,TOR,M. De La Cruz,1,0,0,0,0,1,0.000,0.000,0.000
2019,TOR,B. Bichette,199,34,62,21,14,51,0.657,0.312,0.412
2019,TOR,M. Pentecost,0,0,0,0,0,0,0,0,0
2019,TOR,K. Giles,0,0,0,0,0,0,0,0,0
2019,TOR,J. Biagini,0,0,0,0,0,0,0,0,0
2019,TOR,T. Pannone,0,0,0,0,0,0,0,0,0
2019,TOR,A. Alford,28,3,5,1,1,11,0.211,0.179,0.258
2019,TOR,S. Brito,39,5,3,2,4,17,0.057,0.077,0.182
2019,TOR,A. Hanson,43,5,7,4,3,17,0.185,0.163,0.250
2019,TOR,V. Guerrero Jr.,464,52,126,69,46,91,0.418,0.272,0.345
2019,TOR,J. Davis,83,8,15,6,5,24,0.150,0.181,0.253
2019,TOR,T. Thornton,3,2,2,0,0,0,0.667,0.667,0.800
2019,TOR,D. Hudson,0,0,0,0,0,0,0,0,0
2019,TOR,T. Mayza,0,0,0,0,0,0,0,0,0
2019,TOR,E. Jackson,3,0,0,0,0,2,0.000,0.000,0.000
