team,score,walksissued,stolenbases,strikeoutsthrown,totalbases,date,opponent,opponent_score,home
KC,6,1,0,11,14,2017-05-04,CHW,1,1
SEA,8,1,1,9,22,2017-05-04,LAA,7,1
LAD,1,8,0,10,6,2017-05-04,SF,4,1
SD,3,1,0,6,11,2017-05-04,COL,11,1
CIN,4,1,2,8,16,2017-05-04,PIT,2,1
WSH,4,2,4,14,10,2017-05-04,ARI,2,1
MIN,5,8,0,10,15,2017-05-04,OAK,8,1
HOU,4,4,1,10,14,2017-05-04,TEX,10,1
KC,3,3,0,8,8,2017-05-04,CHW,8,1
CHC,5,5,0,11,20,2017-05-04,PHI,4,1
SD,2,4,1,10,8,2017-05-04,COL,3,1
BOS,3,4,0,6,12,2017-05-04,BAL,8,1
TB,5,5,0,11,14,2017-05-04,MIA,1,1
STL,4,5,1,9,14,2017-05-04,MIL,5,1
SEA,11,1,1,6,22,2017-05-05,LAA,3,1
CHC,2,3,0,10,10,2017-05-05,NYY,3,1
BAL,4,2,0,6,13,2017-05-05,CHW,2,1
PHI,2,2,1,11,11,2017-05-05,WSH,4,1
PIT,4,1,0,8,12,2017-05-05,MIL,0,1
NYM,8,4,0,9,18,2017-05-05,MIA,7,1
TB,4,3,0,13,14,2017-05-05,TOR,8,1
ATL,0,5,0,12,11,2017-05-05,STL,10,1
MIN,4,2,0,5,19,2017-05-06,BOS,3,1
KC,3,2,0,9,15,2017-05-06,CLE,1,1
CIN,13,2,4,8,22,2017-05-06,SF,3,1
COL,3,3,0,6,13,2017-05-06,ARI,6,1
OAK,2,3,0,10,10,2017-05-06,DET,7,1
LAA,6,2,0,6,16,2017-05-06,HOU,7,1
SEA,1,5,0,10,15,2017-05-06,TEX,3,1
SD,2,3,0,10,5,2017-05-06,LAD,8,1
MIN,1,6,0,8,13,2017-05-06,BOS,11,1
TB,6,0,1,7,14,2017-05-06,TOR,1,1
KC,1,3,0,11,5,2017-05-06,CLE,3,1
BAL,6,1,0,6,19,2017-05-06,CHW,5,1
PHI,2,2,1,9,11,2017-05-06,WSH,6,1
PIT,2,2,0,13,15,2017-05-06,MIL,1,1
ATL,3,2,1,8,8,2017-05-06,STL,5,1
CIN,14,5,1,4,34,2017-05-06,SF,2,1
NYM,11,0,0,2,11,2017-05-06,MIA,3,1
CHC,6,6,0,5,13,2017-05-06,NYY,11,1
COL,9,1,0,13,24,2017-05-07,ARI,1,1
SD,2,9,0,9,10,2017-05-07,LAD,10,1
OAK,6,6,0,14,17,2017-05-07,DET,5,1
LAA,2,2,0,6,6,2017-05-07,HOU,1,1
SEA,8,1,0,10,16,2017-05-07,TEX,2,1
NYM,0,3,0,8,1,2017-05-07,MIA,7,1
TB,1,2,1,5,3,2017-05-07,TOR,2,1
BAL,4,3,1,6,12,2017-05-07,CHW,0,1
ATL,4,5,2,10,15,2017-05-07,STL,6,1
PIT,2,3,0,8,10,2017-05-07,MIL,6,1
MIN,6,9,0,5,10,2017-05-07,BOS,17,1
KC,0,2,1,4,2,2017-05-07,CLE,1,1
PHI,6,6,0,8,16,2017-05-07,WSH,5,1
COL,5,4,0,7,19,2017-05-07,ARI,2,1
LAA,3,3,1,6,15,2017-05-07,HOU,5,1
OAK,8,3,2,6,22,2017-05-07,DET,6,1
SEA,4,2,0,9,9,2017-05-07,TEX,3,1
CIN,4,1,0,5,15,2017-05-07,SF,0,1
CHC,4,5,1,22,17,2017-05-08,NYY,5,1
NYM,4,3,0,14,15,2017-05-08,SF,3,1
BAL,6,2,0,11,20,2017-05-08,WSH,4,1
TOR,4,3,0,5,11,2017-05-08,CLE,2,1
CIN,4,7,0,5,15,2017-05-08,NYY,10,1
MIA,4,5,0,6,16,2017-05-08,STL,9,1
TB,3,2,0,7,15,2017-05-08,KC,7,1
OAK,3,1,0,9,17,2017-05-09,LAA,2,1
LAD,12,2,0,17,24,2017-05-09,PIT,1,1
SD,5,5,0,13,21,2017-05-09,TEX,1,1
COL,10,5,2,5,22,2017-05-09,CHC,4,1
SD,0,7,0,8,4,2017-05-09,TEX,11,1
BAL,5,4,0,11,21,2017-05-09,WSH,4,1
PHI,9,5,1,6,23,2017-05-09,SEA,10,1
TOR,0,6,1,8,4,2017-05-09,CLE,6,1
CIN,5,6,1,7,8,2017-05-09,NYY,3,1
NYM,6,4,0,5,22,2017-05-09,SF,1,1
MIA,5,3,0,5,7,2017-05-09,STL,6,1
TB,6,6,2,9,20,2017-05-09,KC,7,1
MIL,11,6,1,10,23,2017-05-09,BOS,7,1
CHW,2,1,0,5,4,2017-05-10,MIN,7,1
HOU,8,4,0,10,21,2017-05-10,ATL,3,1
COL,1,5,0,9,8,2017-05-10,CHC,8,1
ARI,3,7,0,12,11,2017-05-10,DET,7,1
OAK,3,2,2,9,15,2017-05-10,LAA,7,1
LAD,4,2,1,10,19,2017-05-10,PIT,3,1
PHI,6,7,0,6,23,2017-05-10,SEA,11,1
NYM,5,4,1,8,16,2017-05-10,SF,6,1
HOU,4,4,1,8,10,2017-05-10,ATL,2,1
COL,3,1,0,10,6,2017-05-10,CHC,0,1
OAK,3,3,1,7,8,2017-05-10,LAA,1,1
MIA,5,3,2,7,17,2017-05-10,STL,7,1
WSH,7,2,0,14,20,2017-05-10,BAL,6,1
TOR,8,3,0,8,20,2017-05-10,CLE,7,1
TB,12,0,0,13,28,2017-05-10,KC,1,1
TEX,4,1,1,8,10,2017-05-11,SD,3,1
MIL,7,5,3,4,16,2017-05-11,BOS,4,1
ARI,7,1,1,10,23,2017-05-11,DET,1,1
LAD,5,0,0,5,14,2017-05-11,PIT,2,1
MIL,1,6,0,11,8,2017-05-11,BOS,4,1
TB,0,4,0,7,6,2017-05-11,KC,6,1
NYY,2,3,3,8,7,2017-05-11,HOU,3,1
TOR,7,4,0,10,16,2017-05-11,SEA,2,1
TEX,5,2,1,3,15,2017-05-12,SD,2,1
CHW,6,6,0,10,16,2017-05-12,MIN,7,1
COL,10,3,1,11,18,2017-05-12,LAD,7,1
ARI,2,2,0,12,11,2017-05-12,PIT,1,1
LAA,1,4,0,7,5,2017-05-12,DET,7,1
SF,2,2,0,4,19,2017-05-12,CIN,3,1
NYY,1,2,0,11,8,2017-05-12,HOU,5,1
TOR,4,0,2,8,15,2017-05-12,SEA,0,1
BOS,4,0,0,10,8,2017-05-12,TB,5,1
CLE,0,1,0,9,3,2017-05-12,MIN,1,1
MIA,4,7,0,10,20,2017-05-12,ATL,8,1
TEX,5,2,1,5,13,2017-05-13,OAK,2,1
CHW,3,4,0,7,15,2017-05-13,SD,6,1
MIL,7,4,1,7,26,2017-05-13,NYM,4,1
KC,3,1,2,6,13,2017-05-13,BAL,2,1
STL,2,5,1,8,7,2017-05-13,CHC,3,1
COL,2,4,0,9,10,2017-05-13,LAD,6,1
ARI,11,2,1,6,26,2017-05-13,PIT,4,1
LAA,7,2,1,8,21,2017-05-13,DET,0,1
SF,3,8,0,13,20,2017-05-13,CIN,2,1
BOS,6,2,0,16,14,2017-05-13,TB,3,1
TOR,7,4,4,11,19,2017-05-13,SEA,2,1
STL,5,4,2,9,13,2017-05-13,CHC,3,1
SF,3,4,3,7,12,2017-05-13,CIN,1,1
CLE,1,6,0,9,5,2017-05-13,MIN,4,1
WSH,6,6,0,10,19,2017-05-13,PHI,4,1
CHW,5,4,1,17,14,2017-05-13,SD,4,1
MIL,11,2,2,6,23,2017-05-13,NYM,4,1
MIA,1,3,0,6,11,2017-05-13,ATL,3,1
KC,4,2,0,15,19,2017-05-13,BAL,3,1
TEX,6,1,3,5,12,2017-05-14,OAK,5,1
COL,0,4,1,12,7,2017-05-14,LAD,4,1
ARI,3,3,0,7,18,2017-05-14,PIT,4,1
LAA,3,4,1,9,12,2017-05-14,DET,4,1
TOR,3,3,0,8,16,2017-05-14,SEA,2,1
CLE,8,1,1,12,26,2017-05-14,MIN,3,1
MIA,3,6,0,8,9,2017-05-14,ATL,1,1
BOS,2,5,1,11,8,2017-05-14,TB,11,1
WSH,3,4,0,5,17,2017-05-14,PHI,4,1
NYY,11,5,0,7,27,2017-05-14,HOU,6,1
CHW,9,5,1,7,10,2017-05-14,SD,3,1
MIL,11,2,0,2,25,2017-05-14,NYM,9,1
KC,9,7,1,6,24,2017-05-14,BAL,8,1
STL,5,4,1,7,24,2017-05-14,CHC,0,1
TEX,6,3,3,4,14,2017-05-14,OAK,4,1
COL,9,6,0,10,23,2017-05-14,LAD,6,1
LAA,4,2,5,9,11,2017-05-14,DET,1,1
SF,8,0,2,9,16,2017-05-14,CIN,3,1
ARI,4,6,1,9,22,2017-05-14,PIT,6,1
WSH,6,2,1,10,14,2017-05-14,PHI,5,1
NYY,7,2,0,9,15,2017-05-14,HOU,10,1
CLE,8,7,1,14,21,2017-05-15,TB,7,1
MIA,2,4,0,6,17,2017-05-15,HOU,7,1
TOR,6,3,0,9,17,2017-05-15,ATL,10,1
ARI,7,5,0,12,28,2017-05-16,NYM,3,1
LAA,5,2,0,7,17,2017-05-16,CHW,3,1
SEA,6,8,1,9,10,2017-05-16,OAK,5,1
SD,6,3,2,15,19,2017-05-16,MIL,5,1
SF,8,4,2,9,15,2017-05-16,LAD,4,1
TOR,5,1,2,7,13,2017-05-16,ATL,9,1
CLE,4,3,0,16,13,2017-05-16,TB,6,1
PIT,4,2,0,8,15,2017-05-16,WSH,8,1
DET,11,4,0,11,31,2017-05-16,BAL,13,1
MIA,2,5,0,9,4,2017-05-16,HOU,12,1
TEX,5,2,0,11,16,2017-05-17,PHI,1,1
CHC,9,3,0,5,28,2017-05-17,CIN,5,1
MIN,3,1,0,7,12,2017-05-17,COL,7,1
KC,1,3,0,3,9,2017-05-17,NYY,7,1
STL,3,3,0,4,7,2017-05-17,BOS,6,1
ARI,5,3,3,12,12,2017-05-17,NYM,4,1
LAA,7,2,2,6,16,2017-05-17,CHW,6,1
SEA,6,6,1,9,15,2017-05-17,OAK,9,1
SD,2,1,0,9,16,2017-05-17,MIL,6,1
SF,2,2,2,5,14,2017-05-17,LAD,1,1
CLE,4,1,0,10,13,2017-05-17,TB,7,1
MIA,0,2,1,7,4,2017-05-17,HOU,3,1
ARI,5,4,0,10,19,2017-05-17,NYM,4,1
SF,1,2,0,9,7,2017-05-17,LAD,6,1
PIT,6,3,2,3,11,2017-05-17,WSH,1,1
DET,5,1,0,6,19,2017-05-17,BAL,4,1
ATL,8,2,0,6,11,2017-05-17,TOR,4,1
STL,4,3,1,11,18,2017-05-18,BOS,5,1
TEX,9,1,0,4,23,2017-05-18,PHI,3,1
CHC,7,3,0,7,7,2017-05-18,CIN,5,1
KC,7,5,1,8,17,2017-05-18,NYY,11,1
LAA,12,2,0,14,20,2017-05-18,CHW,8,1
SEA,4,2,0,12,8,2017-05-18,OAK,0,1
SD,1,2,1,9,9,2017-05-18,MIL,3,1
PIT,10,4,0,11,21,2017-05-18,WSH,4,1
DET,6,1,0,8,17,2017-05-18,BAL,5,1
MIN,1,4,1,8,11,2017-05-18,COL,5,1
TEX,8,0,0,10,14,2017-05-18,PHI,4,1
CHC,9,1,0,9,16,2017-05-18,CIN,5,1
SD,2,4,0,5,8,2017-05-18,MIL,4,1
MIN,2,2,1,11,11,2017-05-18,COL,0,1
ATL,0,4,0,7,8,2017-05-18,TOR,9,1
KC,5,2,0,14,8,2017-05-19,NYY,1,1
OAK,8,3,0,10,25,2017-05-19,BOS,3,1
SEA,5,1,2,5,14,2017-05-19,CHW,4,1
LAD,7,3,2,13,15,2017-05-19,MIA,2,1
CHC,3,10,0,9,7,2017-05-19,MIL,6,1
BAL,5,5,0,10,15,2017-05-19,TOR,3,1
PIT,2,2,0,1,4,2017-05-19,PHI,7,1
DET,3,3,0,11,8,2017-05-19,TEX,5,1
CIN,6,7,0,8,19,2017-05-19,COL,12,1
NYM,3,3,0,12,10,2017-05-19,LAA,0,1
TB,5,2,1,7,15,2017-05-19,NYY,4,1
ATL,7,3,4,6,23,2017-05-19,WSH,4,1
MIN,4,1,0,4,17,2017-05-20,KC,3,1
HOU,3,4,0,10,12,2017-05-20,CLE,5,1
STL,5,6,1,7,16,2017-05-20,SF,6,1
OAK,3,4,0,9,15,2017-05-20,BOS,2,1
SEA,1,2,0,11,3,2017-05-20,CHW,2,1
LAD,7,2,0,6,19,2017-05-20,MIA,2,1
SD,1,7,0,11,4,2017-05-20,ARI,10,1
OAK,8,0,1,9,23,2017-05-20,BOS,3,1
PIT,6,0,2,3,13,2017-05-20,PHI,3,1
ATL,5,1,0,8,19,2017-05-20,WSH,2,1
CIN,12,5,2,7,21,2017-05-20,COL,8,1
HOU,0,1,0,5,3,2017-05-20,CLE,3,1
TB,9,1,0,10,23,2017-05-20,NYY,5,1
DET,9,2,0,7,23,2017-05-20,TEX,3,1
NYM,7,8,1,8,10,2017-05-20,LAA,5,1
STL,1,1,1,8,12,2017-05-20,SF,3,1
BAL,7,2,0,9,20,2017-05-20,TOR,5,1
SEA,1,2,0,4,6,2017-05-21,CHW,16,1
LAD,6,4,0,9,18,2017-05-21,MIA,10,1
SD,1,4,0,7,4,2017-05-21,ARI,9,1
CIN,4,3,3,7,18,2017-05-21,COL,6,1
NYM,5,9,0,9,18,2017-05-21,LAA,12,1
TB,2,3,1,17,7,2017-05-21,NYY,3,1
BAL,1,2,0,5,11,2017-05-21,TOR,3,1
ATL,2,0,0,9,10,2017-05-21,WSH,3,1
PIT,1,2,1,9,5,2017-05-21,PHI,0,1
HOU,6,5,0,12,19,2017-05-21,CLE,8,1
MIN,4,6,0,7,11,2017-05-21,KC,6,1
STL,8,3,0,11,20,2017-05-21,SF,3,1
CHC,13,2,0,7,32,2017-05-21,MIL,6,1
OAK,3,6,0,7,10,2017-05-21,BOS,12,1
SEA,1,6,0,7,9,2017-05-21,CHW,8,1
LAD,6,2,0,7,21,2017-05-21,MIA,3,1
SD,5,0,0,6,14,2017-05-21,ARI,1,1
MIN,8,2,1,5,22,2017-05-21,KC,4,1
DET,2,3,0,5,12,2017-05-22,TEX,5,1
BAL,7,3,0,8,18,2017-05-22,MIN,14,1
NYY,4,1,0,7,16,2017-05-22,KC,2,1
PHI,1,0,0,7,5,2017-05-22,COL,8,1
CIN,5,2,0,12,15,2017-05-22,CLE,1,1
TB,2,8,0,10,13,2017-05-22,LAA,3,1
ATL,5,3,0,8,20,2017-05-22,PIT,2,1
CHC,4,3,0,9,21,2017-05-23,SF,6,1
HOU,1,2,0,14,12,2017-05-23,DET,0,1
ARI,5,1,0,12,15,2017-05-23,CHW,1,1
CHC,4,0,0,10,14,2017-05-23,SF,1,1
BAL,0,3,0,9,2,2017-05-23,MIN,2,1
NYY,2,1,0,8,15,2017-05-23,KC,6,1
WSH,10,0,0,6,30,2017-05-23,SEA,1,1
PHI,2,2,0,8,12,2017-05-23,COL,8,1
BOS,11,0,1,5,15,2017-05-23,TEX,6,1
CIN,7,4,1,6,18,2017-05-23,CLE,8,1
NYM,9,4,0,13,21,2017-05-23,SD,3,1
TB,0,4,0,6,4,2017-05-23,LAA,4,1
ATL,6,4,0,5,22,2017-05-23,PIT,5,1
MIL,3,2,4,5,5,2017-05-23,TOR,4,1
HOU,6,4,1,8,15,2017-05-24,DET,2,1
ARI,5,3,1,7,18,2017-05-24,CHW,4,1
LAD,2,0,0,14,7,2017-05-24,STL,1,1
OAK,9,2,0,8,20,2017-05-24,MIA,11,1
BAL,3,3,0,9,15,2017-05-24,MIN,4,1
MIL,4,1,0,7,13,2017-05-24,TOR,8,1
OAK,4,2,0,13,18,2017-05-24,MIA,1,1
ARI,8,3,1,10,16,2017-05-24,CHW,6,1
CLE,3,3,1,8,16,2017-05-24,CIN,4,1
NYY,3,1,1,10,12,2017-05-24,KC,0,1
WSH,5,0,3,9,11,2017-05-24,SEA,1,1
PHI,2,4,0,5,7,2017-05-24,COL,7,1
BOS,9,1,1,8,13,2017-05-24,TEX,4,1
NYM,5,3,0,5,10,2017-05-24,SD,6,1
TB,5,2,1,6,19,2017-05-24,LAA,2,1
ATL,5,7,0,10,17,2017-05-24,PIT,12,1
CHC,5,3,0,7,17,2017-05-25,SF,4,1
HOU,3,4,1,9,11,2017-05-25,DET,6,1
LAD,1,9,0,8,6,2017-05-25,STL,6,1
WSH,2,6,0,13,11,2017-05-25,SEA,4,1
ATL,4,4,0,6,15,2017-05-25,PIT,9,1
PHI,2,2,0,10,13,2017-05-25,COL,1,1
TB,4,3,1,5,11,2017-05-25,LAA,0,1
CHC,5,3,0,1,19,2017-05-25,SF,1,1
BOS,6,1,3,20,17,2017-05-25,TEX,2,1
NYM,3,6,0,11,14,2017-05-25,SD,4,1
MIL,0,2,0,8,4,2017-05-26,ARI,4,1
HOU,7,5,1,6,24,2017-05-26,DET,6,1
LAD,7,3,1,6,17,2017-05-26,STL,3,1
NYY,1,1,0,13,6,2017-05-26,OAK,4,1
WSH,5,2,1,14,22,2017-05-26,SD,1,1
PHI,2,2,0,8,5,2017-05-26,CIN,5,1
PIT,1,4,1,7,9,2017-05-26,NYM,8,1
TOR,7,5,0,8,20,2017-05-26,TEX,6,1
BOS,3,3,0,6,10,2017-05-26,SEA,0,1
CLE,4,1,0,8,9,2017-05-26,KC,6,1
MIA,8,2,0,7,27,2017-05-26,LAA,5,1
MIL,2,4,0,7,11,2017-05-27,ARI,4,1
MIN,2,2,0,8,8,2017-05-27,TB,5,1
HOU,2,0,0,8,18,2017-05-27,BAL,0,1
CHW,8,2,0,13,22,2017-05-27,DET,2,1
COL,10,0,0,3,27,2017-05-27,STL,0,1
LAD,4,3,1,10,12,2017-05-27,CHC,0,1
SF,0,3,1,4,4,2017-05-27,ATL,2,1
NYY,3,4,0,14,5,2017-05-27,OAK,2,1
TOR,3,1,1,12,12,2017-05-27,TEX,1,1
MIN,5,3,1,9,18,2017-05-27,TB,3,1
CHW,3,9,0,15,11,2017-05-27,DET,0,1
BOS,6,0,2,8,12,2017-05-27,SEA,0,1
WSH,3,1,1,17,15,2017-05-27,SD,0,1
PHI,4,3,0,8,17,2017-05-27,CIN,3,1
CLE,2,6,0,10,14,2017-05-27,KC,5,1
MIL,6,4,0,12,12,2017-05-27,ARI,1,1
MIA,2,4,0,7,12,2017-05-27,LAA,5,1
CHW,3,6,0,14,11,2017-05-27,DET,4,1
HOU,5,2,2,13,17,2017-05-27,BAL,2,1
LAD,5,1,1,8,10,2017-05-27,CHC,0,1
PIT,5,1,0,10,20,2017-05-27,NYM,4,1
COL,0,5,0,7,4,2017-05-28,STL,3,1
SF,6,4,1,6,16,2017-05-28,ATL,3,1
NYY,9,5,1,7,15,2017-05-28,OAK,5,1
TOR,1,2,0,9,8,2017-05-28,TEX,3,1
CLE,10,0,2,3,25,2017-05-28,KC,1,1
MIA,9,7,1,10,21,2017-05-28,LAA,2,1
BOS,0,1,0,7,6,2017-05-28,SEA,5,1
WSH,3,2,0,7,10,2017-05-28,SD,5,1
PHI,4,1,0,7,15,2017-05-28,CIN,8,1
CHW,7,0,1,7,22,2017-05-28,DET,3,1
MIL,9,2,0,11,23,2017-05-28,ARI,5,1
MIN,6,9,1,17,18,2017-05-28,TB,8,1
HOU,8,2,0,13,20,2017-05-28,BAL,4,1
COL,8,2,0,9,13,2017-05-28,STL,4,1
SF,7,3,0,10,8,2017-05-28,ATL,1,1
LAD,9,3,1,12,23,2017-05-28,CHC,4,1
PIT,2,0,0,7,13,2017-05-29,NYM,7,1
BAL,3,1,0,6,10,2017-05-29,NYY,2,1
CHW,5,4,1,10,11,2017-05-29,BOS,4,1
MIN,8,5,0,6,21,2017-05-29,HOU,16,1
STL,1,2,2,8,6,2017-05-29,LAD,5,1
COL,5,6,0,8,15,2017-05-29,SEA,6,1
SF,0,1,0,6,9,2017-05-29,WSH,3,1
PIT,4,1,1,6,17,2017-05-29,ARI,3,1
CLE,5,1,3,12,21,2017-05-29,OAK,3,1
NYM,4,2,0,9,9,2017-05-29,MIL,2,1
SD,5,10,0,6,11,2017-05-29,CHC,2,1
KC,7,6,0,6,18,2017-05-29,DET,10,1
TOR,17,1,0,7,37,2017-05-29,CIN,2,1
MIA,4,3,0,10,11,2017-05-29,PHI,1,1
TEX,8,2,3,12,22,2017-05-30,TB,10,1
LAA,3,2,3,11,16,2017-05-30,ATL,6,1
CLE,9,1,2,19,19,2017-05-30,OAK,4,1
STL,4,8,0,11,11,2017-05-30,LAD,9,1
BAL,3,3,0,6,9,2017-05-30,NYY,8,1
PIT,0,1,0,5,5,2017-05-30,ARI,3,1
TOR,6,6,0,11,19,2017-05-30,CIN,4,1
NYM,5,8,0,13,19,2017-05-30,MIL,4,1
COL,4,4,0,6,11,2017-05-30,SEA,10,1
MIA,7,3,0,8,18,2017-05-30,PHI,2,1
TEX,9,2,0,5,19,2017-05-31,TB,5,1
CHW,7,4,0,11,22,2017-05-31,BOS,13,1
MIN,2,6,2,8,8,2017-05-31,HOU,7,1
KC,1,1,1,10,9,2017-05-31,DET,0,1
SF,3,3,0,11,11,2017-05-31,WSH,6,1
LAA,9,1,1,6,14,2017-05-31,ATL,3,1
SD,6,3,0,13,14,2017-05-31,CHC,2,1
PIT,5,6,0,14,16,2017-05-31,ARI,6,1
TOR,5,4,0,15,13,2017-05-31,CIN,4,1
MIN,6,7,1,3,23,2017-05-31,HOU,17,1
MIA,10,2,2,15,23,2017-05-31,PHI,2,1
SD,2,2,1,5,12,2017-05-31,CHC,1,1
CLE,1,2,0,11,6,2017-05-31,OAK,3,1
BAL,10,5,0,9,26,2017-05-31,NYY,4,1
NYM,1,8,0,12,9,2017-05-31,MIL,7,1
TEX,5,5,1,5,13,2017-06-01,TB,7,1
CHW,1,3,2,9,8,2017-06-01,BOS,4,1
KC,5,4,0,6,13,2017-06-01,DET,6,1
STL,2,3,0,11,10,2017-06-01,LAD,1,1
LAA,2,1,2,5,9,2017-06-01,ATL,1,1
SEA,5,0,0,6,12,2017-06-01,COL,0,1
SF,1,3,0,6,8,2017-06-01,WSH,3,1
CLE,8,1,0,17,11,2017-06-01,OAK,0,1
NYM,1,3,0,12,7,2017-06-01,MIL,2,1
STL,2,4,1,9,13,2017-06-01,LAD,0,1
SEA,3,6,0,11,13,2017-06-01,COL,6,1
BAL,7,1,0,6,23,2017-06-01,BOS,5,1
TOR,2,3,0,11,14,2017-06-01,NYY,12,1
MIA,2,3,2,12,6,2017-06-01,ARI,3,1
LAA,2,5,0,7,16,2017-06-02,MIN,4,1
CHC,3,5,0,9,11,2017-06-02,STL,2,1
BAL,3,1,0,8,16,2017-06-02,BOS,2,1
PHI,0,10,0,11,7,2017-06-02,SF,10,1
TOR,7,4,0,10,22,2017-06-02,NYY,5,1
DET,15,1,1,5,38,2017-06-02,CHW,5,1
CIN,3,1,0,5,11,2017-06-02,ATL,2,1
NYM,7,5,0,9,20,2017-06-02,PIT,12,1
MIA,7,1,0,4,22,2017-06-02,ARI,5,1
TEX,1,2,0,12,8,2017-06-03,HOU,7,1
MIL,1,3,1,16,11,2017-06-03,LAD,2,1
KC,4,1,0,3,15,2017-06-03,CLE,0,1
OAK,3,3,0,6,14,2017-06-03,WSH,13,1
LAA,5,1,1,8,15,2017-06-03,MIN,11,1
SEA,12,3,0,11,20,2017-06-03,TB,4,1
SD,8,1,2,10,26,2017-06-03,COL,5,1
TOR,0,1,1,8,3,2017-06-03,NYY,7,1
KC,12,0,0,9,19,2017-06-03,CLE,5,1
CHC,5,4,0,8,12,2017-06-03,STL,3,1
OAK,10,5,0,8,28,2017-06-03,WSH,4,1
